id	sym	barcode	marker	cellType	data	target_cellType
ENSG00000170891	CYTL1	0.784895987467605	Chondrocyte_cellRef	EC venous systemic	hlca	FALSE
ENSG00000171303	KCNK3	5.20417042793042e-17	Pericytes_hlca	EC venous systemic	hlca	FALSE
ENSG00000171303	KCNK3	5.20417042793042e-17	Pericyte_cellRef	EC venous systemic	hlca	FALSE
ENSG00000171346	KRT15	0.00644572961432655	Suprabasal_hlca	EC venous systemic	hlca	FALSE
ENSG00000171346	KRT15	0.00644572961432655	Basal cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000171346	KRT15	0.00644572961432655	Basal resting_hlca	EC venous systemic	hlca	FALSE
ENSG00000171462	DLK2	9.30922006148194e-14	Basal cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000171848	RRM2	2.04180475729676e-05	Alveolar Mph proliferating_hlca	EC venous systemic	hlca	FALSE
ENSG00000172137	CALB2	3.6073219789913e-07	Mesothelial cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000172137	CALB2	3.6073219789913e-07	Mesothelium_hlca	EC venous systemic	hlca	FALSE
ENSG00000172236	TPSAB1	0.0491045195802381	Mast cells_hlca	EC venous systemic	hlca	FALSE
ENSG00000174059	CD34	0.999921689779576	Systemic venous endothelial cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000174501	ANKRD36C	0.471451475010322	Goblet (bronchial)_hlca	EC venous systemic	hlca	FALSE
ENSG00000174718	RESF1	0.651579737891467	Innate lymphoid cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000174807	CD248	6.7068820441829e-08	Adventitial fibroblasts_hlca	EC venous systemic	hlca	FALSE
ENSG00000175063	UBE2C	1.66533453693773e-15	Alveolar Mph proliferating_hlca	EC venous systemic	hlca	FALSE
ENSG00000175084	DES	4.0120252080774e-05	Airway smooth muscle cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000176009	ASCL3	1.7052331768852e-15	Ionocyte_hlca	EC venous systemic	hlca	FALSE
ENSG00000176009	ASCL3	1.7052331768852e-15	Ionocyte_cellRef	EC venous systemic	hlca	FALSE
ENSG00000180644	PRF1	0.0488676100133417	NK cells_hlca	EC venous systemic	hlca	FALSE
ENSG00000181458	TMEM45A	0.0207142640517176	Secretory cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000182010	RTKN2	0	Alveolar type 1 cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000183019	MCEMP1	1.36889590196532e-06	Alveolar macrophage_cellRef	EC venous systemic	hlca	FALSE
ENSG00000184530	C6orf58	7.36110596882278e-05	SMG serous (bronchial)_hlca	EC venous systemic	hlca	FALSE
ENSG00000184937	WT1	4.59907796557506e-09	Subpleural fibroblasts_hlca	EC venous systemic	hlca	FALSE
ENSG00000186810	CXCR3	1.0152060216928e-06	Innate lymphoid cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000186847	KRT14	0.00682373767820987	Hillock-like_hlca	EC venous systemic	hlca	FALSE
ENSG00000187479	C11orf96	0.808252309989339	SM activated stress response_hlca	EC venous systemic	hlca	FALSE
ENSG00000187908	DMBT1	0	SMG duct_hlca	EC venous systemic	hlca	FALSE
ENSG00000189058	APOD	0.901945590823183	Peribronchial fibroblasts_hlca	EC venous systemic	hlca	FALSE
ENSG00000196735	HLA-DQA1	0.986312566752676	DC2_hlca	EC venous systemic	hlca	FALSE
ENSG00000197353	LYPD2	1.11022302462516e-16	Goblet (nasal)_hlca	EC venous systemic	hlca	FALSE
ENSG00000197446	CYP2F1	0.00638986773822259	Club (non-nasal)_hlca	EC venous systemic	hlca	FALSE
ENSG00000197614	MFAP5	5.55111512312578e-17	Alveolar fibroblast 2_cellRef	EC venous systemic	hlca	FALSE
ENSG00000197870	PRB3	7.91804399824514e-10	Serous cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000197943	PLCG2	0.203093819476135	Goblet (bronchial)_hlca	EC venous systemic	hlca	FALSE
ENSG00000197992	CLEC9A	1.03799429107543e-07	Classical DC subset 1_cellRef	EC venous systemic	hlca	FALSE
ENSG00000197992	CLEC9A	1.03799429107543e-07	DC1_hlca	EC venous systemic	hlca	FALSE
ENSG00000198523	PLN	1.29980322172152e-07	Vascular smooth muscle cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000198542	ITGBL1	2.71992332784438e-05	Secondary crest myofibroblast_cellRef	EC venous systemic	hlca	FALSE
ENSG00000198851	CD3E	7.7715611723761e-16	T cells proliferating_hlca	EC venous systemic	hlca	FALSE
ENSG00000198851	CD3E	7.7715611723761e-16	CD8+ T cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000198901	PRC1	5.41117360541854e-06	AT2 proliferating_hlca	EC venous systemic	hlca	FALSE
ENSG00000204305	AGER	3.67085498664821e-08	AT1_hlca	EC venous systemic	hlca	FALSE
ENSG00000205420	KRT6A	0.0242307426679526	Hillock-like_hlca	EC venous systemic	hlca	FALSE
ENSG00000206073	SERPINB4	0.109763765438183	Suprabasal_hlca	EC venous systemic	hlca	FALSE
ENSG00000213088	ACKR1	0.985224764900581	EC venous pulmonary_hlca	EC venous systemic	hlca	FALSE
ENSG00000215182	MUC5AC	0.000527404508410378	Goblet cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000215182	MUC5AC	0.000527404508410378	Goblet (nasal)_hlca	EC venous systemic	hlca	FALSE
ENSG00000226777	FAM30A	8.90034103318005e-05	Hematopoietic stem cells_hlca	EC venous systemic	hlca	FALSE
ENSG00000227507	LTB	2.3937518633943e-12	CD4 T cells_hlca	EC venous systemic	hlca	FALSE
ENSG00000227507	LTB	2.3937518633943e-12	CD4+ T cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000227877	MRLN	3.66373598126302e-15	Multiciliated (nasal)_hlca	EC venous systemic	hlca	FALSE
ENSG00000229807	XIST	0.997458068010365	AT0_hlca	EC venous systemic	hlca	FALSE
ENSG00000239961	LILRA4	0	Plasmacytoid DC_cellRef	EC venous systemic	hlca	FALSE
ENSG00000239961	LILRA4	0	Plasmacytoid DCs_hlca	EC venous systemic	hlca	FALSE
ENSG00000242265	PEG10	0.000309270946656837	AT2 proliferating_hlca	EC venous systemic	hlca	FALSE
ENSG00000243566	UPK3B	7.28861415666415e-14	Mesothelial cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000261857	MIA	3.88808513684946e-06	Myoepithelial cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000265107	GJA5	2.64253757723543e-05	Arterial endothelial cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000271503	CCL5	0.0890212140955908	CD8 T cells_hlca	EC venous systemic	hlca	FALSE
ENSG00000274736	CCL23	0.374044519334614	Venous endothelial cell_cellRef	EC venous systemic	hlca	FALSE
NA	MTRNR2L8	NA	Goblet (subsegmental)_hlca	EC venous systemic	hlca	FALSE
NA	C1orf194	NA	Multiciliated (non-nasal)_hlca	EC venous systemic	hlca	FALSE
NA	C1orf194	NA	Ciliated cell_cellRef	EC venous systemic	hlca	FALSE
NA	C9orf24	NA	Ciliated cell_cellRef	EC venous systemic	hlca	FALSE
ENSG00000007933	FMO3	1.2263073528862e-08	Multiciliated (nasal)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000009790	TRAF3IP3	0.406847936565703	Innate lymphoid cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000010327	STAB1	0.927668040629217	Interstitial Mph perivascular_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000025423	HSD17B6	0.000344251806378759	AT0_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000028277	POU2F2	0.311232792129126	Patrolling monocyte_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000038427	VCAN	0.998857341695422	Inflammatory monocyte_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000038945	MSR1	0.8613066138071	Alveolar macrophages_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000041982	TNC	2.22044604925031e-16	Suprabasal_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000049768	FOXP3	7.94141850387481e-08	T regulatory cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000050165	DKK3	1.88831078190566e-06	Myofibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000050730	TNIP3	0.0217911800490951	Alveolar Mph CCL3+_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000051128	HOMER3	0.237838115202647	Tuft_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000070031	SCT	0	Plasmacytoid DC_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000072694	FCGR2B	0.018964713559866	Interstitial Mph perivascular_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000077943	ITGA8	2.42861286636753e-17	Alveolar fibroblast 1_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000078898	BPIFB2	8.89409775342576e-09	SMG mucous_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000078898	BPIFB2	8.89409775342576e-09	Mucous cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000085265	FCN1	0.998728890561926	Classical monocyte_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000100292	HMOX1	0.999119522269767	Alveolar Mph MT-positive_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000100604	CHGA	0	Neuroendocrine_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000100604	CHGA	0	Pulmonary neuroendocrine cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000101162	TUBB1	5.52029489101196e-06	Megakaryocyte/Platelet_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000101955	SRPX	0.000291777284797179	Venous endothelial cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000101955	SRPX	0.000291777284797179	EC venous pulmonary_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000102575	ACP5	0.962329165386852	Alveolar macrophage_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000102962	CCL22	0.00117770053626443	Mature DC subset_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000102962	CCL22	0.00117770053626443	Migratory DCs_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000104332	SFRP1	5.27191536741712e-09	Myoepithelial cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000104972	LILRB1	0.508458895632694	Non-classical monocyte_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000105369	CD79A	0.00116884932671357	B cells_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000105374	NKG7	0.944387991529127	CD8+ T cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000106819	ASPN	1.63041051701174e-08	Myofibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000106819	ASPN	1.63041051701174e-08	Secondary crest myofibroblast_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000107562	CXCL12	0.0226800074384366	Subpleural fibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000107796	ACTA2	0.0384833108224815	Smooth muscle cell_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000111215	PRR4	0.101831274754802	SMG serous (bronchial)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000111404	RERGL	0	SM activated stress response_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000111796	KLRB1	0.0184308310390627	Natural killer cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000114200	BCHE	1.90810908740069e-13	Airway smooth muscle cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000114200	BCHE	1.90810908740069e-13	Myofibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000114638	UPK1B	0	Suprabasal cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000115112	TFCP2L1	1.38630746004953e-05	Club (nasal)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000115523	GNLY	0.61596646932435	Natural killer cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000116690	PRG4	1.00816577308649e-11	Mesothelium_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000117724	CENPF	2.03002615828396e-08	Lymphatic EC proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000118513	MYB	9.45471478885906e-12	Tuft_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000122852	SFTPA1	0.315448917540409	AT2_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000122852	SFTPA1	0.315448917540409	Alveolar type 2 cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000124491	F13A1	0.246540146577205	Interstitial Mph perivascular_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000124491	F13A1	0.246540146577205	Interstitial macrophage_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000126549	STATH	0	SMG serous (nasal)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000126861	OMG	0	Multiciliated (nasal)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000128422	KRT17	1.89687487939239e-10	Basal resting_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000129226	CD68	NA	Monocyte-derived Mph_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000130300	PLVAP	0.123860832434326	EC venous systemic_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000130300	PLVAP	0.123860832434326	Systemic venous endothelial cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000131042	LILRB2	0.845326230378068	Non-classical monocyte_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000131042	LILRB2	0.845326230378068	Patrolling monocyte_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000131097	HIGD1B	0	Pericytes_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000131097	HIGD1B	0	Pericyte_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000131203	IDO1	0.223340376838519	Classical DC subset 1_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000131400	NAPSA	0.0236516719017725	Alveolar type 2 cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000131471	AOC3	3.64183001533291e-08	Alveolar fibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000131747	TOP2A	4.45099512802472e-12	AT2 proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000132465	JCHAIN	0.9239993241677	Plasma cells_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000132465	JCHAIN	0.9239993241677	Plasmacytoid DCs_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000132514	CLEC10A	0.365901434668708	DC2_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000132514	CLEC10A	0.365901434668708	Classical DC subset 2_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000133392	MYH11	0.00176048432091824	Vascular smooth muscle cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000134443	GRP	3.46944695195361e-17	Neuroendocrine_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000134443	GRP	3.46944695195361e-17	Pulmonary neuroendocrine cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000134986	NREP	0.0169353941904352	Tuft cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000135549	PKIB	0.0747177168058868	Classical DC subset 2_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000136160	EDNRB	0.0900424715695577	EC aerocyte capillary_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000136160	EDNRB	0.0900424715695577	Capillary 2 cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000136546	SCN7A	9.31445824109978e-05	Alveolar fibroblast 1_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000137077	CCL21	0.0214098485478684	Lymphatic endothelial cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000137077	CCL21	0.0214098485478684	Lymphatic EC mature_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000137077	CCL21	0.0214098485478684	Lymphatic EC proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000137673	MMP7	0.982524444559924	SMG Basal/Duct cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000137709	POU2F3	1.39167736328428e-06	Tuft_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000137709	POU2F3	1.39167736328428e-06	Tuft cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000137804	NUSAP1	4.4009710581383e-06	Alveolar Mph proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000137975	CLCA2	5.62971978063098e-17	Suprabasal cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000139329	LUM	0.0327256948745851	Alveolar fibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000142748	FCN3	0.0129256546624016	EC general capillary_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000142748	FCN3	0.0129256546624016	Capillary 1 cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000143196	DPT	0	Peribronchial fibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000143546	S100A8	0.923665727211443	Inflammatory monocyte_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000148019	CEP78	0.164003593782041	Deuterosomal_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000148773	MKI67	8.77525829778847e-12	T cells proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000149021	SCGB1A1	0.977303937409321	Club (non-nasal)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000149021	SCGB1A1	0.977303937409321	Goblet (subsegmental)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000149021	SCGB1A1	0.977303937409321	Secretory cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000149021	SCGB1A1	0.977303937409321	pre-TB secretory_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000149591	TAGLN	0.00934448966619295	Smooth muscle cell_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000150045	KLRF1	0.00254925946070705	NK cells_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000153563	CD8A	0.000623403121128074	CD8+ T cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000153993	SEMA3D	0	Lymphatic EC differentiating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000155011	DKK2	3.13188724954117e-10	EC arterial_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000155011	DKK2	3.13188724954117e-10	Arterial endothelial cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000156689	GLYATL2	3.63207727782644e-17	SMG duct_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000156738	MS4A1	0.00376349416910104	B cells_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000156738	MS4A1	0.00376349416910104	B cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000159189	C1QC	0.999999997722272	Interstitial macrophage_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000160145	KALRN	9.61687326994642e-17	Lymphatic EC differentiating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000160654	CD3G	0.000344975622496135	T cells proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000162399	BSND	1.96688674665413e-11	Ionocyte_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000162399	BSND	1.96688674665413e-11	Ionocyte_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000162747	FCGR3B	1.86414883529551e-10	Neutrophil_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000163017	ACTG2	0.00158954253201854	Smooth muscle cell FAM83D+_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000163221	S100A12	0.999997246662158	Classical monocyte_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000163520	FBLN2	2.5307638581995e-08	Alveolar fibroblast 2_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000163599	CTLA4	0	T regulatory cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000163687	DNASE1L3	1.1016842960454e-05	DC1_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000163735	CXCL5	0	Alveolar Mph CCL3+_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000163737	PF4	1.55215980542772e-05	Megakaryocyte/Platelet_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000163751	CPA3	6.94819700874927e-06	Mast/Basophil_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000164035	EMCN	3.83026943495679e-15	EC venous systemic_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000164035	EMCN	3.83026943495679e-15	Capillary 2 cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000164120	HPGD	0.43352981659009	Alveolar Mph MT-positive_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000164265	SCGB3A2	0.485590997877078	Respiratory airway secretory cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000164265	SCGB3A2	0.485590997877078	AT0_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000164287	CDC20B	5.95436504713387e-06	Deuterosomal_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000164287	CDC20B	5.95436504713387e-06	Deuterosomal cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000164379	FOXQ1	6.42931888283904e-17	SMG Basal/Duct cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000165325	DEUP1	8.67361737988404e-17	Deuterosomal cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000166803	PCLAF	5.26707566450568e-09	Alveolar Mph proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000166803	PCLAF	5.26707566450568e-09	T cells proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000166920	C15orf48	0.992409433842272	Monocyte-derived Mph_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000166959	MS4A8	4.40219819592969e-05	Multiciliated (non-nasal)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000167286	CD3D	1.25037323828181e-08	CD8 T cells_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000167286	CD3D	1.25037323828181e-08	CD4+ T cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000167286	CD3D	1.25037323828181e-08	CD4 T cells_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000167434	CA4	0.00335879915920312	Capillary 1 cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000167434	CA4	0.00335879915920312	EC general capillary_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000167653	PSCA	0.000317046741347804	Goblet cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000167653	PSCA	0.000317046741347804	Club (nasal)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000168079	SCARA5	3.67966074277248e-13	Adventitial fibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000168878	SFTPB	0.912498120737302	pre-TB secretory_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000168878	SFTPB	0.912498120737302	Respiratory airway secretory cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000169435	RASSF6	4.85722573273506e-17	Tuft cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000170323	FABP4	0.995127728552437	Alveolar macrophages_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000170476	MZB1	2.27079715006129e-05	Plasma cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000170891	CYTL1	0.0027276570795019	Hematopoietic stem cells_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000170891	CYTL1	0.0027276570795019	Chondrocyte_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000171303	KCNK3	5.55111512312578e-17	Pericytes_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000171303	KCNK3	5.55111512312578e-17	Pericyte_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000171346	KRT15	3.73234464445815e-08	Suprabasal_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000171346	KRT15	3.73234464445815e-08	Basal cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000171346	KRT15	3.73234464445815e-08	Basal resting_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000171462	DLK2	9.36750677027476e-17	Basal cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000171848	RRM2	3.22338616547957e-05	Alveolar Mph proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000172137	CALB2	4.56684439082908e-07	Mesothelial cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000172137	CALB2	4.56684439082908e-07	Mesothelium_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000172236	TPSAB1	0.0363875514504984	Mast cells_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000174059	CD34	3.06430313345984e-08	Systemic venous endothelial cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000174501	ANKRD36C	0.125588616943396	Goblet (bronchial)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000174718	RESF1	0.639237436063121	Innate lymphoid cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000174807	CD248	1.2861936197206e-06	Adventitial fibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000175063	UBE2C	0	Alveolar Mph proliferating_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000175084	DES	0.000152725314196078	Airway smooth muscle cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000176009	ASCL3	2.06070241166173e-15	Ionocyte_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000176009	ASCL3	2.06070241166173e-15	Ionocyte_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000180644	PRF1	0.381671987533211	NK cells_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000181458	TMEM45A	9.51083453751278e-05	Secretory cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000182010	RTKN2	5.55111512312578e-17	Alveolar type 1 cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000183019	MCEMP1	1.14798141308547e-05	Alveolar macrophage_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000184530	C6orf58	3.64223075959343e-05	SMG serous (bronchial)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000184937	WT1	6.20607192209927e-10	Subpleural fibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000186810	CXCR3	9.03443224176126e-07	Innate lymphoid cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000186847	KRT14	6.22097958211457e-07	Hillock-like_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000187479	C11orf96	0.063195918360933	SM activated stress response_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000187908	DMBT1	0	SMG duct_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000189058	APOD	0.0243309895710545	Peribronchial fibroblasts_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000196735	HLA-DQA1	0.991948941747861	DC2_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000197353	LYPD2	1.20812850723517e-07	Goblet (nasal)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000197446	CYP2F1	0.00107711055311432	Club (non-nasal)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000197614	MFAP5	0	Alveolar fibroblast 2_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000197870	PRB3	4.03752928443066e-11	Serous cell_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000197943	PLCG2	0.138593068382247	Goblet (bronchial)_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000197992	CLEC9A	1.25111153548296e-07	Classical DC subset 1_cellRef	Non-classical monocytes	hlca	FALSE
ENSG00000197992	CLEC9A	1.25111153548296e-07	DC1_hlca	Non-classical monocytes	hlca	FALSE
ENSG00000198523	PLN	1.87942716944889e-12	Vascular smooth muscle cell_cellRef	Non-classical monocytes	hlca	FALSE
